pitch_deg,altitude_ft
0.81298,40.68206
0.81286,40.68207
0.81275,40.68208
0.81263,40.68208
0.81253,40.68209
0.81239,40.68209
0.8123,40.6821
0.81221,40.6821
0.81212,40.68211
0.81204,40.68211
0.81197,40.68211
0.81189,40.68212
0.81181,40.68212
0.81174,40.68213
0.81167,40.68213
0.81161,40.68213
0.81154,40.68214
0.81148,40.68214
0.81142,40.68214
0.81136,40.68215
0.81132,40.68215
0.81132,40.68215
0.81132,40.68215
0.81132,40.68215
0.81133,40.68215
0.81134,40.68215
0.81135,40.68215
0.81138,40.68215
0.81141,40.68215
0.81143,40.68215
0.81146,40.68215
0.81149,40.68215
0.81151,40.68215
0.81154,40.68215
0.81156,40.68215
0.81158,40.68214
0.81159,40.68214
0.81159,40.68214
0.81161,40.68214
0.81163,40.68214
0.81165,40.68214
0.81167,40.68214
0.81168,40.68213
0.8117,40.68213
0.81171,40.68213
0.81173,40.68213
0.81174,40.68213
0.81176,40.68212
0.81177,40.68212
0.81178,40.68211
0.81179,40.68211
0.8118,40.68211
0.8118,40.68211
0.81181,40.68211
0.81181,40.68211
0.8118,40.6821
0.8118,40.6821
0.81179,40.6821
0.81178,40.6821
0.81177,40.6821
0.81176,40.68209
0.81174,40.68209
0.81172,40.68209
0.8117,40.68209
0.81167,40.68209
0.81164,40.68209
0.81161,40.68209
0.81157,40.68209
0.81152,40.68209
0.81147,40.68209
0.81142,40.68209
0.81138,40.68209
0.81133,40.68209
0.81127,40.6821
0.8112,40.6821
0.81111,40.6821
0.81103,40.68211
0.81094,40.68211
0.81086,40.68211
0.81077,40.68212
0.81068,40.68212
0.81057,40.68213
0.81046,40.68213
0.81034,40.68213
0.81022,40.68214
0.81011,40.68214
0.80999,40.68214
0.80988,40.68215
0.80977,40.68215
0.80959,40.68216
0.80948,40.68216
0.80937,40.68216
0.80927,40.68217
0.80917,40.68217
0.80908,40.68217
0.80898,40.68218
0.8089,40.68218
0.80871,40.68219
0.80864,40.68219
0.80856,40.6822
0.80849,40.68221
0.80843,40.68221
0.80834,40.68221
0.80829,40.68222
0.80824,40.68222
0.80818,40.68222
0.80813,40.68223
0.80809,40.68223
0.80804,40.68224
0.80799,40.68224
0.80793,40.68224
0.80789,40.68224
0.80784,40.68225
0.8078,40.68225
0.80775,40.68225
0.80771,40.68225
0.80766,40.68226
0.80761,40.68226
0.80758,40.68226
0.80753,40.68226
0.80751,40.68226
0.80748,40.68226
0.80744,40.68226
0.80742,40.68226
0.80738,40.68226
0.80735,40.68227
0.80732,40.68226
0.8073,40.68226
0.80729,40.68226
0.80729,40.68226
0.80732,40.68226
0.80733,40.68225
0.80734,40.68225
0.80736,40.68225
0.80739,40.68225
0.80743,40.68225
0.80748,40.68225
0.80754,40.68225
0.80761,40.68224
0.80767,40.68224
0.80774,40.68224
0.80781,40.68223
0.80789,40.68223
0.80796,40.68222
0.80805,40.68222
0.80812,40.68222
0.80819,40.68221
0.80826,40.68221
0.80832,40.68221
0.80837,40.6822
0.80841,40.6822
0.80845,40.6822
0.80847,40.68219
0.80847,40.68219
0.80846,40.68219
0.80845,40.68219
0.80843,40.68219
0.80837,40.68219
0.80832,40.68219
0.80806,40.68221
0.80798,40.68221
0.80793,40.68221
0.80787,40.68222
0.8078,40.68222
0.80775,40.68222
0.8077,40.68222
0.80766,40.68223
0.80761,40.68223
0.80758,40.68223
0.80756,40.68224
0.80747,40.68224
0.80737,40.68225
0.80728,40.68225
0.80717,40.68226
0.80706,40.68227
0.80695,40.68228
0.80682,40.68229
0.80667,40.68229
0.80655,40.6823
0.80643,40.68231
0.80631,40.68232
0.80618,40.68232
0.80606,40.68233
0.80592,40.68233
0.80578,40.68235
0.80567,40.68235
0.80555,40.68236
0.80544,40.68236
0.80533,40.68237
0.80524,40.68237
0.80513,40.68238
0.80504,40.68238
0.80497,40.68239
0.80492,40.68239
0.80488,40.6824
0.80484,40.6824
0.80482,40.6824
0.80481,40.6824
0.80482,40.6824
0.80482,40.6824
0.80483,40.6824
0.80486,40.6824
0.80494,40.6824
0.80504,40.6824
0.80518,40.68239
0.80549,40.68238
0.80567,40.68237
0.80609,40.68234
0.80627,40.68233
0.80645,40.68233
0.80663,40.68232
0.8068,40.68231
0.80704,40.6823
0.80719,40.6823
0.80733,40.68229
0.80745,40.68229
0.80756,40.68228
0.80766,40.68228
0.80775,40.68227
0.80783,40.68227
0.8079,40.68227
0.80795,40.68227
0.80798,40.68226
0.80801,40.68226
0.80803,40.68226
0.80803,40.68225
0.808,40.68225
0.80793,40.68226
0.80784,40.68226
0.80774,40.68227
0.80762,40.68227
0.8075,40.68228
0.80735,40.68229
0.80716,40.6823
0.80701,40.6823
0.80686,40.68231
0.80671,40.68232
0.80657,40.68232
0.80643,40.68233
0.80629,40.68234
0.80607,40.68235
0.80594,40.68235
0.80581,40.68236
0.8057,40.68236
0.8056,40.68236
0.8055,40.68237
0.80538,40.68237
0.8053,40.68237
0.80523,40.68237
0.80517,40.68238
0.80511,40.68238
0.80506,40.68238
0.80502,40.68238
0.80497,40.68238
0.80494,40.68239
0.80494,40.68239
0.80494,40.68239
0.80493,40.68239
0.80493,40.68239
0.80492,40.68239
0.80493,40.68238
0.80495,40.68238
0.80499,40.68238
0.80501,40.68238
0.80506,40.68237
0.80512,40.68237
0.80519,40.68237
0.8053,40.68236
0.80539,40.68235
0.80547,40.68234
0.80556,40.68234
0.80565,40.68233
0.80575,40.68232
0.80583,40.68232
0.80594,40.68231
0.80603,40.6823
0.80611,40.6823
0.80618,40.68229
0.80625,40.68229
0.80632,40.68229
0.80639,40.68228
0.80645,40.68228
0.80651,40.68227
0.80655,40.68227
0.8066,40.68227
0.80665,40.68227
0.80669,40.68227
0.80672,40.68226
0.80675,40.68226
0.80677,40.68226
0.80679,40.68226
0.80681,40.68226
0.80682,40.68226
0.80681,40.68226
0.80676,40.68226
0.80658,40.68228
0.80611,40.68232
0.80594,40.68233
0.80579,40.68234
0.80563,40.68235
0.80544,40.68236
0.80529,40.68237
0.80515,40.68237
0.80502,40.68238
0.80488,40.68238
0.80475,40.68239
0.80463,40.68239
0.80452,40.6824
0.8044,40.6824
0.80429,40.68241
0.8042,40.68241
0.80411,40.68242
0.80403,40.68242
0.80395,40.68242
0.80389,40.68243
0.80383,40.68243
0.80379,40.68243
0.80375,40.68243
0.80372,40.68243
0.80369,40.68243
0.80367,40.68243
0.80365,40.68243
0.80364,40.68243
0.80363,40.68243
0.80362,40.68243
0.80364,40.68243
0.80371,40.68242
0.80382,40.68241
0.80393,40.6824
0.80419,40.68239
0.80435,40.68238
0.80452,40.68237
0.80471,40.68235
0.80489,40.68234
0.80509,40.68233
0.80526,40.68232
0.80549,40.68231
0.80581,40.6823
0.80601,40.68229
0.80617,40.68228
0.80632,40.68227
0.80647,40.68227
0.80661,40.68226
0.80674,40.68226
0.80685,40.68225
0.80696,40.68225
0.80705,40.68225
0.80713,40.68224
0.80719,40.68224
0.80724,40.68224
0.80727,40.68224
0.80719,40.68225
0.80713,40.68225
0.80705,40.68226
0.80696,40.68227
0.80688,40.68228
0.80681,40.68229
0.80674,40.68229
0.80669,40.68229
0.80664,40.68229
0.80657,40.6823
0.80651,40.6823
0.80644,40.6823
0.80636,40.6823
0.80628,40.68231
0.8062,40.68231
0.80614,40.68231
0.80608,40.68232
0.80601,40.68232
0.80595,40.68232
0.8059,40.68232
0.80583,40.68233
0.80578,40.68233
0.80573,40.68233
0.80569,40.68233
0.80565,40.68233
0.80561,40.68234
0.80558,40.68234
0.80554,40.68234
0.8055,40.68234
0.80546,40.68234
0.80543,40.68235
0.80541,40.68235
0.80538,40.68235
0.80536,40.68235
0.80534,40.68235
0.80532,40.68235
0.80531,40.68235
0.8053,40.68234
0.80527,40.68235
0.80521,40.68235
0.80519,40.68235
0.80513,40.68235
0.80505,40.68235
0.80497,40.68236
0.80488,40.68237
0.80479,40.68237
0.80469,40.68237
0.80459,40.68238
0.80444,40.68238
0.80435,40.68238
0.80417,40.68239
0.80406,40.68239
0.80396,40.68239
0.80388,40.6824
0.80378,40.6824
0.80375,40.6824
0.80375,40.6824
0.80377,40.68239
0.80379,40.68239
0.80382,40.68238
0.80389,40.68238
0.8042,40.68236
0.80435,40.68235
0.80449,40.68235
0.80465,40.68234
0.80483,40.68233
0.80503,40.68232
0.80523,40.68231
0.80542,40.6823
0.80562,40.68229
0.8058,40.68229
0.80597,40.68228
0.80611,40.68228
0.80622,40.68228
0.80625,40.68228
0.80626,40.68229
0.80628,40.68229
0.8063,40.6823
0.80631,40.6823
0.80632,40.6823
0.8063,40.6823
0.80627,40.68231
0.80622,40.68231
0.80617,40.68232
0.80611,40.68232
0.80605,40.68233
0.806,40.68233
0.80595,40.68233
0.80594,40.68233
0.80594,40.68233
0.80594,40.68233
0.80593,40.68233
0.80591,40.68233
0.80589,40.68233
0.80582,40.68233
0.80576,40.68234
0.80573,40.68234
0.8057,40.68235
0.8057,40.68235
0.8057,40.68234
0.8057,40.68234
0.80572,40.68234
0.80573,40.68233
0.80574,40.68233
0.80575,40.68233
0.80575,40.68233
0.80575,40.68233
0.80575,40.68232
0.80576,40.68232
0.80577,40.68232
0.80573,40.68232
0.80567,40.68232
0.80559,40.68232
0.80549,40.68232
0.80541,40.68232
0.80533,40.68232
0.80526,40.68233
0.80521,40.68233
0.80514,40.68233
0.8051,40.68233
0.80505,40.68233
0.80502,40.68233
0.805,40.68233
0.80498,40.68233
0.80496,40.68233
0.80492,40.68233
0.80489,40.68234
0.80486,40.68234
0.80482,40.68235
0.8048,40.68235
0.8048,40.68235
0.80481,40.68236
0.80484,40.68236
0.80513,40.68235
0.80534,40.68233
0.80547,40.68233
0.8056,40.68232
0.80575,40.68231
0.80588,40.6823
0.80606,40.6823
0.80619,40.68229
0.8063,40.68229
0.80641,40.68228
0.80651,40.68227
0.8066,40.68227
0.80668,40.68227
0.80677,40.68226
0.80682,40.68225
0.80687,40.68225
0.80689,40.68225
0.80691,40.68225
0.8069,40.68225
0.80686,40.68225
0.80678,40.68225
0.80672,40.68225
0.80665,40.68225
0.80657,40.68226
0.80649,40.68226
0.80638,40.68227
0.80628,40.68227
0.8062,40.68227
0.80611,40.68228
0.80603,40.68228
0.80595,40.68229
0.80587,40.68229
0.80578,40.68229
0.8057,40.6823
0.80557,40.6823
0.80542,40.68231
0.80527,40.68232
0.80515,40.68233
0.80506,40.68233
0.80498,40.68234
0.8049,40.68235
0.80483,40.68235
0.80478,40.68235
0.80472,40.68235
0.80469,40.68236
0.80459,40.68236
0.80459,40.68237
0.8046,40.68237
0.8046,40.68237
0.80462,40.68237
0.80467,40.68237
0.80473,40.68237
0.80482,40.68236
0.8049,40.68236
0.805,40.68235
0.8051,40.68235
0.80522,40.68234
0.80534,40.68234
0.80574,40.68232
0.80605,40.68231
0.80616,40.68231
0.80626,40.6823
0.80635,40.6823
0.80645,40.6823
0.80653,40.68229
0.80659,40.68229
0.80664,40.68229
0.80669,40.68229
0.80672,40.68229
0.80673,40.68229
0.80657,40.68231
0.80647,40.68232
0.80638,40.68232
0.80628,40.68233
0.80622,40.68234
0.80617,40.68234
0.80613,40.68235
0.8061,40.68235
0.80608,40.68235
0.80605,40.68235
0.80603,40.68235
0.806,40.68235
0.80598,40.68235
0.80596,40.68235
0.80594,40.68235
0.80593,40.68235
0.80591,40.68235
0.8059,40.68235
0.80589,40.68235
0.80588,40.68236
0.8058,40.68236
0.80572,40.68237
0.80563,40.68237
0.80553,40.68238
0.80541,40.68238
0.80529,40.68239
0.80517,40.6824
0.80499,40.6824
0.80486,40.68241
0.80474,40.68242
0.80461,40.68242
0.80449,40.68242
0.80438,40.68243
0.80424,40.68243
0.80414,40.68243
0.80404,40.68243
0.80395,40.68243
0.80387,40.68243
0.80379,40.68244
0.80372,40.68244
0.80364,40.68244
0.80358,40.68244
0.80354,40.68244
0.8035,40.68244
0.80348,40.68244
0.80346,40.68244
0.80345,40.68244
0.80345,40.68244
0.80345,40.68244
0.80345,40.68244
0.80347,40.68244
0.80348,40.68244
0.80346,40.68244
0.8034,40.68244
0.80334,40.68245
0.80328,40.68245
0.80323,40.68245
0.80319,40.68246
0.80315,40.68246
0.80313,40.68246
0.80305,40.68246
0.80301,40.68246
0.80299,40.68246
0.80297,40.68247
0.80296,40.68247
0.80295,40.68247
0.80294,40.68247
0.80294,40.68247
0.80295,40.68247
0.80296,40.68247
0.80302,40.68247
0.80308,40.68246
0.80316,40.68245
0.80322,40.68245
0.80329,40.68244
0.80334,40.68243
0.80339,40.68243
0.80344,40.68243
0.8035,40.68242
0.80354,40.68242
0.80358,40.68241
0.80362,40.68241
0.80366,40.68241
0.80369,40.68241
0.80373,40.68241
0.80377,40.68241
0.8038,40.68241
0.80383,40.68241
0.80386,40.68241
0.80388,40.68241
0.8039,40.68241
0.80391,40.68241
0.80392,40.68242
0.8039,40.68242
0.80388,40.68242
0.80388,40.68243
0.80388,40.68243
0.80387,40.68243
0.80384,40.68243
0.80382,40.68243
0.80379,40.68243
0.80377,40.68243
0.80374,40.68244
0.80372,40.68244
0.80369,40.68244
0.80365,40.68244
0.80363,40.68244
0.8036,40.68244
0.80362,40.68244
0.80365,40.68244
0.80367,40.68244
0.80371,40.68243
0.80372,40.68243
0.8037,40.68244
0.80365,40.68244
0.80359,40.68245
0.80353,40.68245
0.80348,40.68246
0.80346,40.68246
0.80345,40.68246
0.80343,40.68246
0.80342,40.68246
0.80341,40.68246
0.8034,40.68246
0.80339,40.68245
0.80339,40.68245
0.80339,40.68245
0.80339,40.68245
0.80339,40.68245
0.80338,40.68245
0.80338,40.68245
0.80336,40.68245
0.80335,40.68245
0.80335,40.68245
0.80334,40.68245
0.80333,40.68245
0.80332,40.68245
0.80331,40.68245
0.80331,40.68245
0.8033,40.68245
0.80329,40.68245
0.80328,40.68245
0.80327,40.68246
0.80323,40.68246
0.80318,40.68246
0.80313,40.68246
0.80308,40.68247
0.80304,40.68247
0.80299,40.68248
0.80295,40.68248
0.80291,40.68248
0.80286,40.68248
0.80283,40.68248
0.8028,40.68249
0.80277,40.68249
0.80275,40.68249
0.80273,40.68249
0.80271,40.68249
0.80269,40.68249
0.80269,40.68249
0.80269,40.68248
0.8027,40.68248
0.80276,40.68248
0.80293,40.68247
0.80311,40.68246
0.80329,40.68244
0.8035,40.68243
0.80369,40.68242
0.80393,40.6824
0.80415,40.68239
0.80438,40.68237
0.80462,40.68236
0.80484,40.68235
0.80501,40.68234
0.80515,40.68233
0.80525,40.68233
0.80532,40.68233
0.80537,40.68233
0.80538,40.68233
0.80537,40.68233
0.80533,40.68234
0.80524,40.68235
0.80514,40.68235
0.80504,40.68236
0.80477,40.68237
0.8045,40.68238
0.80441,40.68238
0.80432,40.68238
0.80424,40.68238
0.80412,40.68239
0.80404,40.68239
0.80398,40.68239
0.80393,40.6824
0.80388,40.6824
0.80383,40.6824
0.80378,40.6824
0.80374,40.6824
0.8037,40.6824
0.80367,40.68241
0.80365,40.68241
0.80363,40.68241
0.80361,40.68242
0.8036,40.68242
0.8036,40.68242
0.8036,40.68242
0.8036,40.68242
0.8036,40.68242
0.80362,40.68242
0.80365,40.68242
0.80369,40.68242
0.80372,40.68242
0.80376,40.68242
0.8038,40.68242
0.80384,40.68242
0.80388,40.68241
0.80394,40.68241
0.80397,40.6824
0.80401,40.6824
0.80405,40.68239
0.80409,40.68239
0.80413,40.68238
0.80418,40.68238
0.80421,40.68238
0.80425,40.68237
0.80428,40.68237
0.80431,40.68237
0.80434,40.68236
0.80436,40.68236
0.80438,40.68236
0.80439,40.68236
0.80436,40.68236
0.80431,40.68237
0.80425,40.68237
0.80422,40.68238
0.80419,40.68238
0.80416,40.68239
0.80415,40.68239
0.80415,40.68239
0.80416,40.68239
0.80419,40.68239
0.80423,40.68239
0.80447,40.68238
0.8046,40.68237
0.80473,40.68236
0.80487,40.68235
0.80502,40.68235
0.80517,40.68234
0.80533,40.68233
0.80552,40.68232
0.80567,40.68231
0.8058,40.68231
0.80589,40.6823
0.80597,40.6823
0.80602,40.6823
0.80614,40.6823
0.80621,40.6823
0.80626,40.6823
0.8063,40.6823
0.80633,40.6823
0.80636,40.68229
0.80639,40.68229
0.8064,40.68229
0.80641,40.68229
0.80641,40.68228
0.80641,40.68228
0.80642,40.68228
0.80639,40.68228
0.80634,40.68228
0.80628,40.68229
0.80622,40.68229
0.80617,40.68229
0.80613,40.6823
0.8061,40.6823
0.80608,40.6823
0.80607,40.6823
0.80607,40.6823
0.80605,40.6823
0.80601,40.6823
0.80596,40.6823
0.80589,40.68231
0.80584,40.68232
0.80579,40.68232
0.80574,40.68232
0.8057,40.68233
0.80568,40.68233
0.80568,40.68233
0.80569,40.68233
0.80569,40.68232
0.80568,40.68232
0.80567,40.68232
0.80567,40.68232
0.80567,40.68232
0.80568,40.68232
0.80567,40.68231
0.80566,40.68231
0.80564,40.68231
0.80564,40.68231
0.80564,40.68231
0.80563,40.68231
0.80563,40.68231
0.80563,40.68231
0.80563,40.68231
0.80563,40.68231
0.80563,40.68231
0.80562,40.68231
0.80562,40.68231
0.80562,40.68231
0.80562,40.68231
0.80562,40.68231
0.80562,40.68231
0.80563,40.68232
0.80564,40.68232
0.80564,40.68232
0.80564,40.68232
0.80565,40.68232
0.80565,40.68232
0.80566,40.68232
0.80566,40.68232
0.80569,40.68232
0.80567,40.68232
0.80562,40.68232
0.80556,40.68233
0.80549,40.68233
0.8054,40.68234
0.80533,40.68234
0.80524,40.68235
0.80515,40.68236
0.80505,40.68236
0.80495,40.68237
0.80485,40.68238
0.80473,40.68238
0.80463,40.68239
0.80454,40.6824
0.80445,40.6824
0.80437,40.6824
0.80429,40.68241
0.80426,40.68241
0.80426,40.68241
0.80428,40.6824
0.80429,40.6824
0.80431,40.6824
0.80437,40.68239
0.80443,40.68239
0.80453,40.68238
0.80465,40.68238
0.80476,40.68237
0.80488,40.68236
0.80501,40.68236
0.80514,40.68235
0.80527,40.68234
0.80541,40.68233
0.80556,40.68233
0.80568,40.68232
0.80581,40.68232
0.80588,40.68231
0.80592,40.68231
0.80593,40.68232
0.8059,40.68232
0.8058,40.68233
0.80568,40.68233
0.80557,40.68234
0.80547,40.68235
0.80537,40.68235
0.80527,40.68236
0.80515,40.68236
0.80503,40.68237
0.80492,40.68237
0.80481,40.68237
0.80471,40.68237
0.80461,40.68238
0.80451,40.68238
0.80441,40.68238
0.80432,40.68238
0.80424,40.68238
0.80416,40.68238
0.8041,40.68239
0.80403,40.68239
0.80399,40.68239
0.80391,40.68239
0.80389,40.68239
0.80388,40.68239
0.80391,40.68239
0.80397,40.68238
0.80411,40.68238
0.80426,40.68237
0.80443,40.68236
0.80461,40.68235
0.8048,40.68233
0.80499,40.68232
0.80519,40.68231
0.80555,40.68229
0.80576,40.68228
0.80595,40.68227
0.80613,40.68226
0.8063,40.68225
0.80647,40.68225
0.80665,40.68224
0.80679,40.68223
0.8069,40.68223
0.80696,40.68223
0.80696,40.68223
0.80694,40.68224
0.80685,40.68224
0.80671,40.68225
0.80655,40.68227
0.80641,40.68228
0.80626,40.68229
0.80609,40.6823
0.8059,40.68232
0.80572,40.68233
0.80554,40.68234
0.80536,40.68235
0.80517,40.68236
0.80499,40.68237
0.80481,40.68238
0.80463,40.68238
0.80445,40.6824
0.80426,40.6824
0.8041,40.68241
0.80394,40.68242
0.8038,40.68242
0.80367,40.68243
0.80356,40.68243
0.80341,40.68244
0.8033,40.68244
0.80322,40.68245
0.80315,40.68245
0.80308,40.68245
0.80303,40.68245
0.80298,40.68245
0.80294,40.68245
0.80291,40.68245
0.80289,40.68246
0.80288,40.68246
0.80288,40.68246
0.80291,40.68246
0.80294,40.68246
0.80303,40.68246
0.80356,40.68243
0.80399,40.68241
0.80421,40.6824
0.80441,40.68238
0.80464,40.68238
0.80487,40.68237
0.80508,40.68236
0.80529,40.68235
0.80548,40.68234
0.80567,40.68233
0.80585,40.68233
0.80603,40.68232
0.8062,40.68231
0.80633,40.68231
0.80643,40.68231
0.8065,40.68231
0.80654,40.68231
0.80656,40.68231
0.80656,40.68232
0.80656,40.68232
0.80655,40.68232
0.80653,40.68232
0.8065,40.68232
0.80647,40.68232
0.80642,40.68232
0.80634,40.68232
0.8063,40.68232
0.80626,40.68233
0.80621,40.68233
0.80618,40.68232
0.80615,40.68232
0.80612,40.68232
0.8061,40.68232
0.80607,40.68232
0.80605,40.68232
0.80599,40.68232
0.8059,40.68232
0.80579,40.68233
0.80567,40.68233
0.80556,40.68234
0.80543,40.68235
0.8053,40.68235
0.80517,40.68236
0.80503,40.68237
0.80484,40.68237
0.80471,40.68238
0.80456,40.68238
0.80441,40.68239
0.80427,40.6824
0.80414,40.6824
0.80401,40.6824
0.80382,40.68241
0.80368,40.68242
0.80357,40.68242
0.80346,40.68243
0.80337,40.68243
0.80332,40.68243
0.80328,40.68243
0.80324,40.68244
0.80323,40.68244
0.80323,40.68243
0.80327,40.68243
0.80336,40.68243
0.80349,40.68242
0.80365,40.68241
0.80385,40.6824
0.80404,40.68238
0.80426,40.68237
0.80448,40.68236
0.8047,40.68235
0.80493,40.68234
0.80539,40.68232
0.80561,40.68231
0.80583,40.6823
0.80604,40.68229
0.80626,40.68228
0.80645,40.68227
0.8068,40.68226
0.80695,40.68225
0.80708,40.68225
0.80719,40.68224
0.80728,40.68224
0.80735,40.68224
0.80732,40.68225
0.80725,40.68226
0.80718,40.68227
0.8071,40.68228
0.80701,40.68229
0.80694,40.68229
0.80688,40.6823
0.80683,40.6823
0.80679,40.6823
0.80676,40.6823
0.80673,40.68231
0.80669,40.68231
0.80666,40.68231
0.80662,40.68231
0.80658,40.68231
0.80656,40.68232
0.80654,40.68232
0.80653,40.68232
0.80651,40.68232
0.8065,40.68232
0.80649,40.68232
0.80648,40.68232
0.80647,40.68232
0.80646,40.68233
0.80644,40.68233
0.80642,40.68233
0.80639,40.68233
0.80634,40.68233
0.80629,40.68233
0.80621,40.68233
0.80614,40.68233
0.80604,40.68233
0.80596,40.68233
0.80584,40.68234
0.80573,40.68234
0.80549,40.68234
0.80537,40.68234
0.80529,40.68235
0.80516,40.68235
0.80509,40.68235
0.805,40.68235
0.80491,40.68236
0.80485,40.68236
0.80477,40.68236
0.80471,40.68237
0.80461,40.68237
0.80454,40.68237
0.80448,40.68237
0.80441,40.68237
0.80436,40.68238
0.8043,40.68238
0.80423,40.68238
0.80418,40.68238
0.80412,40.68238
0.80408,40.68238
0.80404,40.68238
0.804,40.68238
0.80397,40.68238
0.80393,40.68238
0.80387,40.68239
0.80387,40.68239
0.80386,40.68239
0.80386,40.68239
0.80386,40.68239
0.80386,40.68239
0.80385,40.68239
0.80384,40.68239
0.80384,40.6824
0.80383,40.6824
0.80383,40.6824
0.80382,40.6824
0.80381,40.6824
0.80381,40.6824
0.8038,40.68241
0.80379,40.68241
0.80378,40.68241
0.80377,40.68241
0.80376,40.68241
0.80374,40.68242
0.80373,40.68242
0.80372,40.68242
0.80371,40.68242
0.80374,40.68242
0.80378,40.68242
0.80388,40.68241
0.80397,40.6824
0.80406,40.6824
0.80416,40.68239
0.80427,40.68238
0.8044,40.68237
0.80453,40.68237
0.80467,40.68236
0.80481,40.68235
0.80494,40.68234
0.80532,40.68233
0.80563,40.68232
0.80573,40.68231
0.80581,40.68231
0.80585,40.68231
0.80585,40.68231
0.80583,40.68232
0.80581,40.68232
0.80576,40.68232
0.80569,40.68233
0.80563,40.68234
0.80557,40.68234
0.80554,40.68235
0.80553,40.68235
0.80552,40.68235
0.8055,40.68235
0.80549,40.68235
0.80547,40.68235
0.80545,40.68235
0.80544,40.68235
0.80543,40.68235
0.80542,40.68235
0.8054,40.68235
0.80539,40.68235
0.80538,40.68235
0.80537,40.68235
0.80537,40.68235
0.80534,40.68235
0.80529,40.68235
0.80524,40.68235
0.80521,40.68236
0.80517,40.68236
0.80514,40.68237
0.80511,40.68237
0.80509,40.68237
0.80505,40.68237
0.80504,40.68237
0.80503,40.68237
0.805,40.68237
0.80497,40.68237
0.80493,40.68237
0.80489,40.68237
0.80484,40.68238
0.80478,40.68238
0.80472,40.68238
0.80465,40.68238
0.80459,40.68238
0.80448,40.68239
0.80443,40.6824
0.80438,40.6824
0.80433,40.6824
0.8043,40.68241
0.80426,40.68241
0.80423,40.68241
0.80419,40.68242
0.80416,40.68242
0.80416,40.68242
0.80429,40.68242
0.80445,40.68241
0.80455,40.6824
0.80466,40.68239
0.80479,40.68239
0.80491,40.68238
0.80503,40.68237
0.80517,40.68237
0.80532,40.68236
0.80542,40.68235
0.80547,40.68235
0.80549,40.68235
0.80549,40.68236
0.80547,40.68236
0.80539,40.68237
0.80527,40.68238
0.80515,40.68239
0.80503,40.6824
0.80493,40.68242
0.80484,40.68242
0.80475,40.68243
0.80464,40.68243
0.80455,40.68244
0.80451,40.68244
0.80448,40.68244
0.80443,40.68244
0.80438,40.68244
0.80433,40.68245
0.80427,40.68245
0.80422,40.68245
0.80418,40.68245
0.80414,40.68245
0.80411,40.68245
0.80408,40.68245
0.80402,40.68246
0.80399,40.68246
0.80396,40.68246
